carat	cut	color	clarity	depth	table	price	x	y	z
0.71	Premium	E	VVS1	61.8	56.0	3936	5.71	5.68	3.52
1.04	Premium	I	SI2	61.3	59.0	4141	6.5	6.46	3.97
1.0	Very Good	G	VS2	63.8	58.0	6389	6.31	6.35	4.04
0.31	Very Good	F	VS2	61.5	56.0	625	4.34	4.41	2.69
0.51	Ideal	D	VS2	61.9	55.0	1597	5.15	5.19	3.2
0.93	Good	G	SI1	63.8	58.0	4452	6.09	6.14	3.9
0.5	Very Good	E	VS2	60.9	58.0	1605	5.14	5.17	3.14
0.7	Premium	H	VS1	61.8	62.0	2375	5.69	5.63	3.5
2.01	Ideal	J	SI2	60.8	57.0	13253	8.15	8.13	4.95
0.38	Ideal	E	SI1	61.4	57.0	838	4.67	4.64	2.86
0.71	Ideal	J	VS1	62.3	55.0	2085	5.7	5.73	3.56
0.3	Ideal	D	VS2	61.5	58.0	670	4.27	4.31	2.64
2.03	Ideal	J	SI1	62.6	55.0	13357	8.06	8.1	5.06
0.34	Premium	I	SI1	60.2	59.0	574	4.55	4.52	2.73
1.19	Ideal	H	SI1	62.0	56.4	6275	6.77	6.81	4.2
0.31	Ideal	E	VVS1	62.4	56.0	801	4.35	4.37	2.72
0.72	Ideal	E	VS2	60.8	57.0	3091	5.79	5.82	3.53
0.35	Very Good	E	VS1	59.9	59.9	885	4.54	4.59	2.73
0.4	Very Good	G	SI1	62.7	59.0	702	4.67	4.71	2.94
0.73	Ideal	E	SI1	60.6	54.0	2803	5.84	5.89	3.55
2.06	Fair	J	VS1	64.6	58.0	14750	7.91	8.04	5.15
0.53	Good	E	SI1	57.8	57.0	1328	5.33	5.29	3.07
1.0	Very Good	E	SI1	61.0	61.0	4719	6.4	6.45	3.92
0.25	Very Good	E	VVS1	61.5	56.0	560	4.06	4.08	2.5
0.43	Ideal	I	VS1	62.2	53.0	789	4.86	4.91	3.04
2.01	Premium	G	SI2	59.4	58.0	15562	8.19	8.15	4.85
0.38	Ideal	E	VVS1	61.9	53.7	1245	4.66	4.67	2.89
1.05	Premium	G	VS2	61.8	58.0	6070	6.52	6.59	4.05
0.59	Very Good	I	VS2	62.4	58.4	1392	5.3	5.36	3.32
0.51	Ideal	H	SI1	62.1	54.0	1161	5.13	5.15	3.19
1.01	Premium	E	VS1	62.9	60.0	7839	6.36	6.32	3.99
0.92	Premium	D	SI2	59.4	59.0	3877	6.39	6.28	3.76
1.06	Premium	E	SI1	63.0	56.0	4689	6.54	6.45	4.09
0.32	Good	D	VS2	63.6	55.0	657	4.35	4.42	2.79
0.3	Very Good	F	VVS2	62.4	57.0	694	4.25	4.27	2.66
1.35	Premium	J	SI1	60.9	59.0	5546	7.07	7.12	4.32
2.02	Very Good	H	SI2	62.3	58.0	15064	7.97	8.04	4.99
0.3	Very Good	E	VS2	62.9	58.0	658	4.22	4.24	2.66
0.92	Ideal	E	VS1	62.6	57.0	5023	6.18	6.13	3.85
0.31	Ideal	E	VVS1	62.1	55.0	853	4.34	4.36	2.7
0.52	Ideal	F	IF	60.3	57.0	2504	5.23	5.28	3.17
0.55	Premium	E	SI2	59.7	58.0	1364	5.35	5.33	3.19
0.23	Very Good	E	VVS2	61.1	62.0	485	3.92	3.94	2.4
1.12	Ideal	F	VS1	61.8	56.0	9007	6.67	6.69	4.13
1.01	Very Good	E	SI1	63.6	56.0	6132	6.3	6.37	4.03
0.92	Ideal	J	VS1	62.0	55.0	3489	6.24	6.27	3.88
0.5	Ideal	F	SI1	59.9	56.0	1282	5.09	5.36	3.13
0.42	Ideal	D	VS2	61.2	56.0	1103	4.84	4.8	2.95
0.24	Very Good	G	VVS2	62.0	57.0	449	4.0	4.03	2.49
0.31	Ideal	D	SI2	62.6	57.0	593	4.35	4.27	2.7
1.42	Good	H	SI2	61.8	61.0	7437	7.01	7.09	4.36
2.09	Premium	I	SI1	60.8	59.0	15339	8.28	8.24	5.02
1.02	Very Good	I	SI2	62.8	56.0	3980	6.42	6.38	4.02
0.7	Good	I	SI1	63.8	57.0	2034	5.63	5.66	3.6
1.17	Ideal	I	SI1	60.0	59.0	5092	6.82	6.87	4.11
0.32	Premium	G	SI2	61.0	59.0	421	4.36	4.42	2.68
1.18	Ideal	I	SI2	61.9	54.0	5163	6.77	6.84	4.21
0.28	Very Good	D	VS1	61.7	58.0	487	4.19	4.24	2.6
1.0	Good	H	VVS2	59.5	64.0	4592	6.44	6.41	3.82
0.32	Ideal	G	VS1	62.0	55.0	665	4.43	4.44	2.75
1.04	Ideal	F	SI2	62.2	56.0	4797	6.45	6.48	4.02
1.3	Ideal	E	IF	62.3	54.0	15874	6.97	7.03	4.36
1.54	Ideal	G	VVS2	62.5	57.0	15059	7.3	7.36	4.58
0.55	Ideal	E	VS2	61.8	57.0	1792	5.34	5.27	3.28
1.08	Ideal	E	SI2	61.7	57.0	4989	6.55	6.6	4.06
0.61	Ideal	F	VVS2	61.5	55.0	3248	5.47	5.53	3.38
0.41	Very Good	H	SI1	62.9	55.0	683	4.75	4.82	3.01
0.9	Fair	E	VS2	65.2	61.0	3875	6.01	5.98	3.91
1.13	Premium	H	VS2	62.4	58.0	5779	6.61	6.66	4.14
0.3	Very Good	H	SI1	62.4	58.0	389	4.23	4.29	2.66
0.3	Premium	I	VVS1	62.2	58.0	709	4.31	4.28	2.67
0.7	Ideal	F	SI1	62.3	56.0	2515	5.68	5.72	3.55
1.13	Fair	J	SI1	64.9	55.0	4123	6.49	6.56	4.24
1.26	Ideal	H	SI1	60.8	57.0	7400	7.01	6.97	4.25
0.62	Premium	E	VVS1	61.9	59.0	3073	5.62	5.5	3.44
0.71	Very Good	F	VS2	63.2	59.0	2319	5.66	5.6	3.56
0.33	Ideal	G	IF	61.6	53.0	984	4.43	4.47	2.74
1.09	Ideal	H	SI1	62.5	56.0	5125	6.53	6.58	4.1
0.55	Premium	E	SI1	61.2	59.0	1668	5.28	5.25	3.22
0.7	Ideal	D	SI1	61.8	56.0	2822	5.73	5.63	3.51
1.73	Premium	F	VS2	61.2	58.0	16975	7.76	7.69	4.73
0.32	Ideal	G	VS1	62.0	56.0	645	4.37	4.41	2.72
0.45	Very Good	I	VVS1	63.0	56.0	947	4.88	4.9	3.08
0.72	Good	F	VS1	63.8	58.0	3002	5.68	5.63	3.61
0.43	Ideal	E	SI2	62.1	56.0	919	4.85	4.84	3.01
0.83	Very Good	D	SI1	63.5	54.0	2811	5.98	5.95	3.79
0.6	Very Good	J	SI2	62.9	60.0	1022	5.34	5.38	3.37
0.46	Premium	E	VS2	61.3	57.0	1156	5.02	4.99	3.07
0.9	Very Good	F	VS1	62.5	58.0	4961	6.1	6.15	3.83
0.41	Premium	F	VVS1	61.8	59.0	1295	4.74	4.77	2.94
0.43	Ideal	G	IF	61.9	53.0	1318	4.87	4.88	3.02
0.59	Premium	F	SI1	62.4	59.0	1561	5.37	5.33	3.34
2.0	Ideal	H	SI1	61.8	57.0	12654	8.05	8.01	4.96
1.62	Ideal	F	SI1	62.7	56.0	12828	7.5	7.44	4.68
0.52	Very Good	E	SI2	62.9	56.0	1200	5.08	5.12	3.21
1.1	Very Good	H	SI2	62.9	58.0	4422	6.53	6.56	4.12
2.04	Very Good	H	SI1	63.0	58.0	17952	8.03	8.1	5.08
0.31	Ideal	I	SI1	62.5	56.0	418	4.29	4.35	2.7
1.04	Ideal	G	SI2	61.9	58.0	4973	6.47	6.51	4.02
0.9	Premium	F	SI1	63.0	60.0	4158	6.13	6.09	3.85
2.0	Ideal	F	SI2	62.0	57.0	17710	8.03	8.1	5.0
1.05	Very Good	H	SI1	60.2	62.0	5047	6.52	6.57	3.94
1.02	Premium	D	SI2	60.2	58.0	5257	6.56	6.53	3.94
0.33	Very Good	F	SI1	59.9	61.0	550	4.44	4.47	2.67
0.3	Very Good	H	VS2	63.5	59.0	608	4.27	4.2	2.69
1.05	Premium	E	SI2	62.2	59.0	3886	6.51	6.44	4.03
0.3	Very Good	D	SI1	63.4	54.0	662	4.31	4.27	2.72
0.84	Premium	D	VS1	60.6	57.0	4365	6.15	6.06	3.7
0.55	Good	E	SI1	63.1	58.0	1406	5.2	5.23	3.29
0.37	Premium	D	SI1	62.2	58.0	874	4.62	4.58	2.86
2.0	Fair	G	VS2	67.6	58.0	18515	7.65	7.61	5.16
1.01	Premium	H	SI1	60.7	58.0	4771	6.49	6.45	3.93
0.81	Premium	F	SI1	61.9	58.0	3004	5.99	5.96	3.7
0.39	Very Good	E	I1	62.8	57.0	511	4.61	4.66	2.91
0.7	Premium	E	VVS1	61.7	59.0	3265	5.67	5.71	3.51
0.43	Ideal	E	VVS1	61.3	57.0	1433	4.84	4.88	2.98
0.32	Very Good	I	VVS1	63.0	58.0	589	4.32	4.38	2.74
1.56	Premium	J	VS1	61.1	59.0	8324	7.49	7.52	4.58
0.4	Fair	F	SI1	64.7	58.0	857	4.67	4.63	3.01
1.13	Very Good	I	SI2	59.9	57.0	4195	6.76	6.8	4.06
1.01	Ideal	G	VS2	59.8	61.0	6132	6.51	6.54	3.9
0.42	Ideal	F	SI1	61.6	55.0	838	4.85	4.83	2.98
0.23	Very Good	E	VVS2	62.7	55.0	505	3.9	3.95	2.46
0.5	Premium	D	SI2	62.2	58.0	1190	5.08	5.14	3.18
1.09	Ideal	D	SI2	62.4	57.0	5364	6.55	6.6	4.1
0.3	Ideal	G	VVS2	60.7	58.0	655	4.34	4.36	2.64
1.51	Very Good	I	VS2	61.6	57.0	9185	7.28	7.34	4.5
0.5	Good	E	SI1	63.3	58.0	1316	4.99	5.03	3.17
0.71	Ideal	D	SI1	61.7	57.0	2913	5.7	5.75	3.53
1.07	Premium	G	SI1	61.0	58.0	5091	6.66	6.59	4.04
0.7	Premium	G	VS2	58.1	55.0	2657	5.83	5.8	3.38
0.53	Very Good	F	SI1	59.2	59.0	1284	5.31	5.34	3.15
0.3	Very Good	D	VS2	62.9	56.0	710	4.24	4.28	2.68
0.7	Ideal	F	VVS1	62.2	57.0	4458	5.7	5.74	3.56
0.9	Premium	G	SI1	61.9	59.0	3669	6.18	6.13	3.81
0.59	Ideal	D	IF	60.7	58.0	4161	5.45	5.49	3.32
0.41	Premium	G	SI1	62.5	57.0	923	4.72	4.69	2.94
0.91	Good	D	SI1	63.1	61.0	4113	6.1	6.16	3.87
1.25	Ideal	G	SI1	60.4	57.0	6608	7.03	7.0	4.24
0.71	Premium	E	SI2	61.4	59.0	2306	5.74	5.7	3.51
0.73	Premium	J	VS1	61.3	61.0	2037	5.83	5.78	3.56
0.55	Ideal	E	VS2	60.3	57.0	1596	5.28	5.3	3.19
0.33	Ideal	H	VVS2	62.2	56.0	666	4.44	4.46	2.77
0.73	Premium	E	SI1	62.2	59.0	2821	5.77	5.68	3.56
0.44	Good	E	VS2	62.2	62.0	1059	4.79	4.85	3.0
0.7	Premium	G	VS1	63.0	60.0	2838	5.64	5.57	3.53
1.07	Premium	H	VS2	62.1	59.0	5424	6.56	6.52	4.06
1.16	Ideal	J	SI1	60.7	57.0	3955	6.77	6.83	4.13
0.57	Good	E	SI2	58.5	61.0	1214	5.4	5.43	3.17
1.11	Premium	I	SI2	61.5	58.0	4196	6.65	6.61	4.08
1.05	Very Good	D	VS2	59.7	58.0	7794	6.56	6.63	3.94
0.74	Premium	E	VS1	61.1	58.0	3401	5.84	5.81	3.56
0.71	Good	D	VS1	64.2	58.0	3690	5.65	5.6	3.61
1.27	Ideal	F	IF	61.3	55.0	15377	6.98	7.02	4.29
1.03	Very Good	G	VS1	63.0	56.0	6539	6.43	6.46	4.06
2.01	Premium	H	SI2	62.2	61.0	15673	8.08	8.04	5.01
0.32	Ideal	G	IF	62.0	54.0	918	4.42	4.45	2.75
1.54	Ideal	G	VS2	60.6	57.0	13761	7.55	7.49	4.56
0.4	Ideal	H	VVS2	62.3	57.0	877	4.71	4.73	2.94
0.72	Ideal	D	SI1	61.5	56.5	3062	5.76	5.79	3.55
1.15	Ideal	H	I1	62.0	55.0	3606	6.76	6.69	4.17
0.3	Premium	F	IF	61.6	58.0	1013	4.35	4.32	2.67
0.79	Ideal	G	VS1	62.0	56.0	3561	5.91	5.94	3.67
2.06	Ideal	G	SI2	62.3	56.0	18293	8.16	8.09	5.06
1.08	Very Good	I	SI1	62.2	57.0	4933	6.57	6.54	4.08
1.22	Ideal	H	VS1	62.7	55.0	5773	6.82	6.73	4.25
0.31	Ideal	E	VVS2	61.7	56.0	1046	4.36	4.33	2.68
1.24	Very Good	J	SI2	62.8	58.0	4789	6.77	6.83	4.27
0.3	Very Good	E	SI1	63.4	56.0	675	4.25	4.23	2.69
0.55	Premium	E	VS2	59.1	60.0	1664	5.35	5.31	3.15
0.7	Good	H	SI2	63.8	57.0	1856	5.58	5.55	3.55
0.32	Ideal	F	IF	60.9	57.0	943	4.42	4.45	2.7
0.38	Good	E	VVS1	62.4	64.0	975	4.61	4.59	2.87
1.0	Good	H	SI2	63.2	60.0	3991	6.27	6.33	3.98
0.56	Premium	F	SI2	60.4	60.0	1286	5.35	5.32	3.22
0.32	Ideal	G	VS2	60.3	57.0	561	4.43	4.46	2.68
0.41	Ideal	E	SI2	61.8	54.0	625	4.78	4.8	2.96
0.73	Ideal	E	SI1	62.8	57.0	2728	5.73	5.74	3.6
0.38	Ideal	I	VS1	62.3	53.4	703	4.65	4.69	2.91
0.32	Ideal	G	VS1	61.2	56.0	828	4.44	4.42	2.71
0.31	Ideal	I	VVS1	61.4	54.0	571	4.38	4.41	2.7
0.9	Ideal	D	SI1	61.6	55.0	5081	6.23	6.27	3.85
0.54	Very Good	D	VS2	61.1	55.0	1892	5.24	5.37	3.24
0.4	Very Good	F	VVS2	63.0	57.0	963	4.63	4.7	2.94
0.37	Very Good	E	VVS2	61.2	55.0	779	4.63	4.68	2.85
0.33	Ideal	D	VS2	62.3	56.0	781	4.43	4.46	2.77
0.35	Ideal	G	VS2	61.6	54.0	563	4.55	4.58	2.81
1.05	Premium	F	SI1	60.3	60.0	5557	6.66	6.54	3.98
1.53	Premium	E	SI1	62.6	57.0	12499	7.41	7.25	4.59
0.5	Premium	E	VS2	62.8	60.0	1676	5.08	5.02	3.17
1.22	Premium	I	VS2	62.9	58.0	5649	6.8	6.75	4.26
0.31	Ideal	I	VS2	62.1	53.7	447	4.37	4.4	2.72
0.76	Premium	E	VS2	61.7	62.0	3064	5.85	5.82	3.6
1.04	Ideal	H	VS2	60.7	56.0	5805	6.56	6.61	4.0
0.24	Very Good	E	VVS2	62.2	56.0	608	3.96	3.98	2.47
0.7	Ideal	F	SI1	61.8	53.0	2635	5.7	5.75	3.54
2.12	Ideal	D	SI2	62.9	55.0	12707	8.17	8.14	5.13
0.9	Good	H	SI1	64.4	58.0	3465	6.04	6.08	3.9
0.33	Good	G	IF	57.9	60.0	1052	4.57	4.55	2.64
0.29	Ideal	E	VVS2	62.0	55.0	669	4.25	4.27	2.64
0.35	Premium	F	SI1	62.3	58.0	748	4.53	4.49	2.81
0.3	Ideal	D	SI1	61.0	56.0	552	4.3	4.33	2.63
0.6	Good	F	VS2	58.8	60.7	1940	5.52	5.55	3.25
0.32	Ideal	H	VS1	60.2	56.0	720	4.49	4.44	2.69
0.3	Very Good	E	VS2	61.6	54.0	600	4.29	4.32	2.65
0.41	Very Good	D	SI1	63.2	57.0	947	4.77	4.73	3.0
0.25	Very Good	E	VVS2	62.2	58.0	548	4.03	4.11	2.53
0.7	Good	H	VS2	63.8	60.0	2083	5.59	5.51	3.54
0.9	Very Good	G	VVS2	61.4	60.0	5640	6.18	6.23	3.81
0.3	Good	E	VVS2	61.1	61.0	622	4.32	4.36	2.65
0.4	Good	G	SI1	63.2	58.0	655	4.61	4.7	2.94
0.57	Ideal	G	VS1	62.3	53.7	1837	5.32	5.35	3.32
1.01	Premium	J	SI2	58.3	62.0	2683	6.49	6.43	3.77
0.74	Ideal	F	VS1	62.0	54.0	3694	5.85	5.81	3.62
0.31	Ideal	G	VVS2	62.4	54.0	687	4.37	4.38	2.73
1.0	Ideal	J	VS1	61.1	57.0	4466	6.43	6.48	3.95
0.3	Ideal	F	VS2	61.9	55.0	605	4.31	4.32	2.67
0.61	Ideal	F	VVS2	61.8	55.0	2634	5.43	5.47	3.37
0.93	Ideal	E	VS2	62.4	56.0	5411	6.26	6.3	3.92
1.14	Premium	E	VVS2	59.7	58.0	10446	6.91	6.83	4.1
1.01	Good	G	SI2	63.7	59.0	4060	6.31	6.38	4.04
0.35	Ideal	E	VS1	61.9	56.0	851	4.53	4.55	2.81
1.04	Ideal	F	VVS2	61.7	55.0	9218	6.51	6.53	4.02
0.66	Ideal	E	SI2	61.9	55.0	1560	5.61	5.64	3.48
0.4	Premium	F	VS2	59.3	59.0	1080	4.83	4.79	2.85
0.7	Premium	J	VS2	61.2	60.0	1843	5.7	5.73	3.5
2.15	Premium	G	SI2	58.9	58.0	15751	8.46	8.41	4.97
0.41	Premium	F	VVS1	61.3	59.0	1356	4.79	4.73	2.92
0.5	Very Good	D	VS2	59.1	59.0	1703	5.19	5.24	3.08
0.6	Premium	G	SI1	61.9	61.0	1646	5.38	5.34	3.32
1.21	Good	G	I1	64.0	59.0	3415	6.78	6.73	4.32
1.24	Very Good	G	VS2	61.5	58.0	7660	6.89	6.94	4.25
0.96	Very Good	F	SI2	60.9	57.0	4142	6.38	6.42	3.9
0.33	Very Good	F	VS2	63.2	56.0	854	4.41	4.39	2.78
1.2	Premium	H	SI2	62.0	58.0	5376	6.91	6.76	4.24
0.36	Ideal	G	VVS2	61.5	55.0	794	4.58	4.62	2.83
2.36	Ideal	H	SI2	62.2	55.0	17569	8.51	8.56	5.3
1.2	Very Good	F	VS1	62.9	57.0	9586	6.73	6.78	4.25
1.51	Very Good	H	VS2	60.9	57.0	11068	7.39	7.43	4.51
0.7	Good	F	SI1	61.6	65.0	2401	5.71	5.66	3.5
0.33	Good	I	VVS2	63.7	56.0	743	4.4	4.36	2.79
0.31	Good	D	SI2	63.7	55.0	462	4.32	4.35	2.76
1.61	Good	H	SI2	63.8	62.0	9005	7.35	7.38	4.7
0.51	Premium	G	VS1	62.3	59.0	1656	5.06	5.12	3.17
0.39	Ideal	G	SI1	60.7	57.0	665	4.69	4.8	2.88
0.41	Premium	E	SI1	61.0	59.0	969	4.82	4.78	2.93
1.01	Very Good	I	SI2	62.9	55.0	4171	6.37	6.42	4.02
0.31	Premium	D	SI1	61.1	57.0	732	4.36	4.35	2.66
0.39	Ideal	H	VS2	62.3	55.0	707	4.67	4.7	2.92
1.23	Fair	E	I1	67.4	56.0	3692	6.76	6.56	4.49
1.11	Ideal	J	SI1	62.4	57.0	4497	6.57	6.6	4.11
0.52	Ideal	H	VS1	62.4	55.0	1577	5.19	5.17	3.23
1.7	Very Good	E	SI2	63.3	57.0	12030	7.59	7.51	4.78
1.01	Ideal	H	SI1	62.6	55.0	4836	6.43	6.39	4.01
0.35	Ideal	D	VS2	61.8	55.0	829	4.53	4.56	2.81
1.2	Very Good	I	SI1	62.8	57.0	5408	6.7	6.74	4.22
0.32	Premium	H	SI2	60.4	59.0	504	4.42	4.39	2.66
1.06	Ideal	D	IF	61.2	57.0	15813	6.57	6.61	4.03
1.01	Very Good	F	VVS2	59.8	58.0	8212	6.47	6.55	3.89
0.9	Good	E	SI1	60.8	65.0	3933	6.14	6.17	3.74
0.34	Ideal	D	SI2	61.4	56.0	481	4.5	4.55	2.78
0.28	Ideal	G	VS1	62.1	55.0	490	4.22	4.25	2.63
0.4	Premium	E	VS1	61.5	58.0	800	4.73	4.76	2.92
1.01	Good	D	SI1	63.9	61.0	5055	6.28	6.31	4.02
0.51	Ideal	F	SI2	61.3	57.0	1146	5.16	5.19	3.17
0.5	Premium	D	VS2	62.9	61.0	1845	5.03	4.96	3.14
1.14	Premium	H	VS1	62.0	62.0	5809	6.74	6.65	4.15
0.82	Ideal	I	SI2	61.1	57.0	2075	6.05	6.09	3.71
0.72	Ideal	H	VVS1	62.2	56.0	2946	5.72	5.75	3.57
0.85	Very Good	E	SI2	63.1	58.0	2966	6.02	6.0	3.79
1.25	Premium	H	VS1	59.3	57.0	7560	7.11	7.05	4.2
0.84	Premium	F	SI1	59.0	59.0	3115	6.18	6.13	3.63
0.37	Ideal	D	VS2	61.0	56.0	876	4.65	4.7	2.85
1.08	Very Good	J	SI2	63.2	59.0	3810	6.57	6.4	4.1
0.7	Good	I	SI1	62.8	59.0	1790	5.59	5.65	3.53
1.24	Very Good	G	SI1	61.8	59.0	6438	6.85	6.88	4.24
0.39	Premium	F	VS1	60.6	55.0	1092	4.77	4.73	2.88
0.33	Very Good	E	VVS1	61.6	53.0	848	4.46	4.5	2.76
0.41	Ideal	E	VS1	60.8	56.0	1154	4.84	4.8	2.93
1.36	Ideal	F	VS1	61.4	57.0	11132	7.25	7.09	4.4
0.4	Ideal	J	IF	62.5	56.0	758	4.7	4.74	2.95
0.63	Ideal	H	SI2	61.7	55.0	1196	5.51	5.56	3.41
1.57	Ideal	J	VS2	62.3	54.0	8363	7.5	7.49	4.67
0.51	Ideal	D	VS1	61.6	57.0	2066	5.16	5.13	3.17
0.91	Very Good	F	VS1	62.4	59.0	5302	6.15	6.16	3.84
0.55	Ideal	G	SI2	62.1	57.0	1240	5.3	5.23	3.27
1.05	Ideal	F	VVS1	62.7	57.0	9784	6.5	6.41	4.05
0.71	Premium	F	VS1	60.5	58.0	2839	5.75	5.72	3.47
1.01	Good	G	VVS2	63.4	55.0	6843	6.34	6.41	4.04
1.02	Very Good	E	VS2	62.5	57.0	6816	6.36	6.41	3.99
0.3	Good	I	VVS1	63.8	56.0	552	4.23	4.26	2.71
1.0	Very Good	E	SI1	61.4	60.0	6207	6.4	6.44	3.94
0.7	Ideal	D	VS2	61.3	57.0	2960	5.72	5.76	3.52
0.61	Good	H	VVS2	58.7	64.0	1976	5.53	5.5	3.24
1.01	Good	G	VS1	58.7	62.0	6247	6.49	6.55	3.83
0.26	Very Good	G	VVS1	61.4	56.0	545	4.13	4.15	2.54
1.51	Very Good	H	SI1	63.3	57.0	10053	7.23	7.34	4.61
0.75	Ideal	D	VS2	61.7	55.0	3562	5.85	5.82	3.6
0.36	Very Good	H	SI2	61.2	55.0	475	4.59	4.62	2.81
2.11	Premium	J	SI2	61.0	58.0	12554	8.29	8.2	5.03
1.52	Ideal	I	SI2	61.7	57.0	7582	7.38	7.41	4.56
0.58	Ideal	D	VS2	60.8	57.0	2590	5.4	5.42	3.29
0.31	Ideal	H	VVS1	62.3	53.0	687	4.35	4.38	2.72
1.02	Very Good	E	VVS2	60.3	58.0	8745	6.53	6.57	3.95
0.7	Premium	H	VVS1	58.3	60.0	2603	5.83	5.8	3.39
1.01	Good	F	SI1	64.2	58.0	4276	6.33	6.31	4.06
0.4	Very Good	G	SI1	61.7	61.0	673	4.63	4.68	2.87
0.5	Ideal	E	VS2	62.2	54.0	1624	5.08	5.11	3.17
1.05	Very Good	H	VS2	63.3	56.0	5614	6.48	6.41	4.08
0.5	Premium	E	SI2	59.5	59.0	1240	5.19	5.16	3.08
2.05	Premium	G	SI1	61.6	59.0	15291	8.2	8.16	5.04
1.04	Ideal	E	SI2	61.4	56.0	4804	6.5	6.56	4.01
0.72	Premium	J	VS2	61.4	58.0	1846	5.74	5.76	3.53
0.42	Ideal	G	VS2	61.6	56.0	1087	4.83	4.82	2.97
1.05	Very Good	E	VS1	61.6	58.0	7521	6.53	6.56	4.03
0.3	Good	G	IF	63.5	55.0	895	4.26	4.28	2.71
0.32	Premium	G	VS2	61.7	60.0	561	4.32	4.4	2.69
0.31	Good	G	VVS2	63.1	57.0	707	4.3	4.32	2.72
0.55	Premium	F	SI1	62.9	58.0	1354	5.26	5.23	3.3
0.48	Ideal	F	VS1	60.8	56.3	1404	5.1	5.08	3.1
1.11	Ideal	I	VS1	63.0	56.0	5152	6.61	6.57	4.15
0.9	Premium	E	VS2	62.1	55.0	4833	6.23	6.14	3.84
1.05	Ideal	E	VVS2	61.3	56.0	9843	6.55	6.59	4.03
0.41	Good	F	SI1	63.9	56.0	969	4.74	4.68	3.01
0.33	Premium	G	VS2	62.6	58.0	743	4.4	4.36	2.74
0.26	Very Good	G	VVS1	61.6	56.0	545	4.14	4.17	2.55
0.7	Very Good	E	SI1	63.9	57.0	3173	5.55	5.66	3.58
0.57	Ideal	F	VS2	60.7	56.0	2096	5.37	5.41	3.27
0.56	Ideal	F	SI1	60.1	58.0	1394	5.36	5.39	3.23
1.01	Fair	G	SI2	64.7	58.0	3856	6.14	6.23	4.0
1.2	Very Good	I	SI1	61.2	62.0	5226	6.75	6.84	4.16
0.34	Ideal	H	SI1	61.1	56.0	508	4.52	4.55	2.77
0.31	Ideal	I	VS2	61.2	55.0	421	4.36	4.4	2.68
1.56	Very Good	H	SI2	59.9	59.0	8317	7.47	7.52	4.49
1.51	Very Good	F	VS1	59.6	63.0	14673	7.34	7.43	4.4
0.3	Good	G	VS1	63.6	54.0	776	4.31	4.25	2.72
0.5	Very Good	G	SI1	63.3	59.0	1187	4.99	5.02	3.17
1.11	Good	D	SI2	58.0	62.0	5015	6.77	6.81	3.94
1.58	Ideal	I	SI1	61.7	56.0	9335	7.55	7.48	4.64
0.35	Premium	H	VVS1	61.2	60.0	1024	4.54	4.51	2.77
0.92	Good	D	SI1	63.1	58.0	4158	6.11	6.16	3.87
0.59	Very Good	G	VS2	61.1	57.0	1664	5.4	5.43	3.31
0.5	Good	D	VS2	63.7	56.0	1758	5.09	5.05	3.23
0.5	Ideal	G	SI1	62.1	56.0	1286	5.09	5.05	3.15
0.31	Ideal	H	VVS2	62.2	54.0	609	4.36	4.38	2.72
1.2	Very Good	H	SI1	60.8	58.0	6077	6.8	6.85	4.15
1.0	Very Good	H	VS1	64.2	53.0	5619	6.27	6.34	4.05
1.11	Ideal	H	VS2	64.0	58.0	5632	6.52	6.46	4.16
1.51	Very Good	E	VS2	63.2	56.0	13757	7.28	7.22	4.58
1.1	Ideal	G	SI1	62.3	56.0	5226	6.64	6.58	4.12
0.64	Very Good	E	VS2	60.5	58.1	2222	5.59	5.62	3.39
0.4	Ideal	J	VVS2	61.8	55.0	662	4.76	4.79	2.95
1.07	Premium	D	SI1	60.2	55.0	6112	6.68	6.64	4.01
2.04	Premium	I	SI1	58.8	60.0	14775	8.42	8.32	4.92
0.3	Premium	E	VS2	59.1	58.0	844	4.39	4.37	2.59
1.01	Premium	E	SI1	62.8	59.0	5515	6.45	6.41	4.04
0.37	Ideal	E	VS2	61.2	57.0	1041	4.64	4.58	2.82
0.71	Fair	I	VS1	57.1	57.0	2318	5.87	5.9	3.36
1.26	Premium	I	SI1	62.0	58.0	6068	6.9	6.87	4.27
1.0	Fair	I	VS1	65.3	55.0	3763	6.34	6.25	4.11
0.39	Ideal	G	VVS1	62.3	57.0	1095	4.64	4.7	2.91
1.5	Ideal	E	SI1	62.0	55.0	11489	7.4	7.32	4.56
0.31	Ideal	E	SI1	61.5	55.0	547	4.39	4.42	2.71
0.35	Good	E	VS1	59.4	55.0	851	4.6	4.62	2.74
0.42	Good	E	SI1	63.6	61.0	945	4.73	4.7	3.0
0.34	Ideal	G	VVS2	61.9	57.0	995	4.48	4.44	2.76
1.03	Premium	I	SI1	58.4	60.0	3288	6.6	6.58	3.85
0.37	Premium	G	VVS2	62.2	58.0	1010	4.6	4.56	2.85
0.3	Ideal	I	VVS1	61.1	57.0	552	4.32	4.36	2.65
1.2	Good	D	SI1	63.5	55.0	5913	6.7	6.78	4.28
0.91	Premium	E	VS2	61.1	58.0	5055	6.28	6.2	3.81
0.34	Ideal	E	VVS2	62.3	57.0	1071	4.48	4.44	2.78
1.05	Very Good	G	VS2	61.7	55.0	5917	6.5	6.56	4.03
0.53	Very Good	H	VS1	63.3	56.0	1561	5.13	5.17	3.26
